SA2_MAINCODE_2016,Med_ag_pe_In_pe_hh_In_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_ps,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_w_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
109031184,25,47,47,480,602,600,1292,1155,1157,1717,1560,1560,252,275,275,0.8,0.7,0.7,2.7,2.3,2.3,0,1.1,1.2
109031185,22,49,48,490,536,535,1100,988,992,975,1083,1083,190,165,165,0.9,0.7,0.7,2.8,2.2,2.2,0,1.9,1.9
110011186,21,36,34,394,581,564,916,1227,1201,1430,1452,1452,230,260,260,1,0.8,0.8,2.9,2.3,2.4,7.4,2.1,2.5
110011187,22,45,43,435,582,575,1010,1082,1077,1083,1191,1189,203,185,200,1,0.8,0.8,3.3,2.4,2.5,5.8,1.7,2
110011188,23,47,46,461,590,580,904,1153,1131,1394,1408,1408,200,195,195,1,0.7,0.8,3,2.4,2.4,5.8,1.4,1.7
110011189,25,49,48,384,587,575,924,1063,1052,825,1083,1073,180,125,143,0.8,0.7,0.7,2.8,2.3,2.3,5.7,1,1.3
110021190,25,49,47,406,481,478,803,842,838,1083,1083,1083,200,200,200,0.9,0.7,0.7,2.8,2.2,2.2,5.8,1.8,2.1
110021191,20,43,41,377,564,542,837,986,971,1200,1300,1287,228,230,230,1.1,0.7,0.8,3.1,2.3,2.4,12.8,1.7,2.7
110021192,23,47,45,425,435,434,977,835,857,820,993,953,165,110,130,0.9,0.8,0.8,3.2,2.4,2.5,8,2.6,3.2
110021193,20,49,48,438,486,484,985,886,893,1067,1026,1034,180,130,140,1,0.7,0.8,3,2.3,2.3,13.8,1.5,2.4
110021194,23,54,53,339,460,454,731,770,767,1000,1083,1079,170,180,180,0.9,0.7,0.7,2.9,2.1,2.1,9.7,1.8,2.3
110031195,25,42,38,400,754,667,821,1352,1212,1192,1300,1300,180,200,195,0.9,0.7,0.8,2.8,2.2,2.4,9.1,1.5,3.4
110031196,22,40,37,336,759,682,969,1355,1293,823,1000,975,125,30,100,1,0.8,0.8,3.4,2.4,2.6,13.5,1.7,3.6
110031197,21,42,39,469,681,650,1021,1339,1292,1395,1517,1517,220,240,230,1,0.8,0.8,3.1,2.4,2.5,9,1.7,2.7
110031198,23,44,41,433,645,619,1011,1251,1198,1022,1257,1213,158,120,140,0.9,0.8,0.8,2.9,2.5,2.5,5.1,1.6,2.1
110041199,20,41,38,473,641,617,1078,1302,1257,1394,1517,1517,250,250,250,1,0.7,0.8,3.1,2.3,2.4,7,1,1.9
110041200,24,45,43,485,619,606,1107,1236,1221,1019,1248,1213,210,173,180,0.9,0.7,0.8,3,2.4,2.5,8.7,2,2.8
110041201,27,47,45,435,552,533,986,1042,1032,1289,1143,1153,180,180,180,0.9,0.7,0.7,2.8,2.2,2.3,7.2,1.6,2.4
110041202,20,41,39,522,662,651,1095,1197,1185,1517,1430,1461,280,270,275,1,0.7,0.8,3.1,2.3,2.4,7.8,1.7,2.4
110041203,22,41,39,480,697,682,1205,1244,1241,1549,1517,1517,280,285,285,0.9,0.7,0.7,3,2.3,2.3,6.1,1.6,2.1
110041204,18,34,30,418,606,557,821,1062,987,1473,1343,1378,231,265,250,1,0.8,0.8,3.2,2.5,2.7,11.6,3,5.3
110041205,22,46,44,483,600,592,1257,1163,1173,1387,1517,1517,250,200,200,1,0.7,0.8,3.2,2.5,2.5,7.3,1.5,2
111011206,22,44,43,441,612,606,1321,1279,1281,1733,1842,1835,300,320,320,1,0.8,0.8,3.1,2.5,2.5,9.6,2,2.4
111011207,23,48,47,509,532,531,1192,997,1010,1723,1733,1733,230,290,285,1,0.8,0.8,2.9,2.2,2.3,6,3,3.2
111011208,21,39,39,539,669,665,1354,1400,1398,1647,1800,1800,330,340,340,1,0.8,0.8,3.2,2.5,2.5,6.3,2.1,2.3
111011209,23,39,39,527,671,665,1391,1453,1449,1777,1733,1733,330,340,340,1,0.8,0.8,3.1,2.6,2.6,6.8,2.5,2.7
111011210,19,42,41,390,491,487,881,970,963,1679,1733,1733,250,200,200,1,0.8,0.8,3.1,2.4,2.4,6.3,2.8,3.1
111011211,19,46,46,612,639,639,1791,1271,1281,1099,2145,2037,380,370,370,0.9,0.8,0.8,3.5,2.4,2.4,0,1.3,1.4
111011212,25,49,48,460,548,545,1229,1166,1169,1997,1836,1842,325,308,310,0.9,0.8,0.8,3,2.4,2.4,7.8,1.9,2.2
111011213,25,45,45,566,730,728,1797,1822,1821,2300,2000,2000,449,420,420,0.8,0.7,0.7,3.2,2.7,2.7,0,0.8,0.8
111011214,22,44,43,514,644,641,1422,1321,1324,1920,1793,1800,365,350,350,1,0.8,0.8,3.1,2.4,2.4,5.8,1.7,1.8
111021215,23,45,44,365,556,542,1120,1153,1150,1517,1521,1521,270,276,275,1,0.8,0.8,3.1,2.5,2.5,11.1,2.8,3.5
111021216,21,44,43,514,584,581,1294,1235,1238,1517,1727,1717,350,350,350,0.9,0.7,0.8,3.2,2.5,2.6,3.2,1.8,1.9
111021217,18,35,34,594,682,678,1439,1617,1606,1885,1876,1880,340,400,390,1,0.8,0.8,3.4,2.8,2.8,6.1,1.7,2
111021218,21,47,46,508,523,522,1333,1107,1117,1679,1733,1733,350,310,315,1,0.8,0.8,3.4,2.4,2.5,7.1,2.5,2.7
111021219,21,48,46,425,579,570,1245,1196,1199,1733,1700,1701,295,300,300,1,0.8,0.8,3.4,2.4,2.4,11.7,1.8,2.4
111021220,22,49,47,542,608,605,1468,1294,1299,1733,1733,1733,340,320,325,1,0.7,0.8,3.1,2.4,2.5,5.3,1.7,1.8
111021221,23,38,37,568,619,616,1470,1376,1383,1733,1647,1690,350,333,335,0.9,0.8,0.8,3.2,2.7,2.8,3.4,2.9,2.9
111031222,23,39,38,583,716,713,1658,1543,1547,2167,1950,1950,350,350,350,1.1,0.8,0.8,3,2.5,2.6,5.5,1.8,2
111031223,20,42,41,473,517,514,1163,1029,1042,1387,1368,1370,260,280,280,1,0.8,0.8,3.3,2.4,2.5,10.5,3.6,4.1
111031224,25,40,39,462,689,682,1190,1312,1306,1733,2000,2000,300,310,310,0.9,0.8,0.8,2.5,2.2,2.3,5.8,2.3,2.5
111031225,25,40,39,490,733,727,1260,1482,1475,2000,1842,1842,300,335,330,1,0.8,0.8,2.8,2.4,2.4,8.7,2.1,2.4
111031226,19,34,34,517,715,706,1643,1808,1796,2000,1950,1950,350,400,395,0.9,0.8,0.8,3.6,3,3,5.1,1.8,2
111031227,27,37,37,506,624,619,1189,1237,1235,1733,1700,1700,300,325,325,1,0.8,0.9,2.7,2.2,2.3,8.9,3.6,3.9
111031228,28,39,39,708,888,885,1571,1822,1815,1875,2167,2167,350,360,360,0.9,0.8,0.8,2.3,2.4,2.4,0,1.1,1.1
111031229,29,37,37,582,942,930,1325,1661,1648,1800,2000,2000,305,380,380,1,0.9,0.9,2.2,1.9,2,10.2,2.3,2.6
111031230,0,48,51,0,687,725,0,1312,1312,0,1972,1972,0,0,0,0,1,1,0,1.6,1.6,0,0,0
111031231,21,27,26,420,399,400,1117,986,992,1509,1517,1517,350,320,325,0.9,0.9,0.9,3,2.5,2.5,6.2,7.1,7
111031232,27,52,51,634,589,590,1352,1157,1164,2167,2000,2000,320,330,330,1.1,0.8,0.8,2.9,2.2,2.3,5.9,2.1,2.3
111031233,22,41,40,482,585,581,1070,1195,1189,1733,1690,1699,300,330,330,1,0.8,0.8,2.9,2.4,2.4,9,2.4,2.8
111031234,22,36,36,477,598,593,1178,1196,1195,1733,1733,1733,330,330,330,1,0.8,0.9,2.8,2.3,2.3,6.9,3.2,3.4
111031235,27,36,35,489,766,754,1201,1428,1412,1643,1733,1733,320,370,360,1,0.9,0.9,2.3,2.1,2.1,8.5,3,3.3
112011236,26,53,52,459,559,556,979,965,966,1625,1566,1582,290,320,320,0.9,0.7,0.7,2.8,2,2.1,9.1,1.6,1.9
112011237,23,47,46,478,614,611,1333,1250,1254,1733,1733,1733,285,330,330,1,0.8,0.8,3.3,2.5,2.5,10.4,1.6,1.9
112011238,26,45,45,575,660,659,1156,1356,1353,1842,1800,1800,350,400,400,1.2,0.9,0.9,3,2.5,2.5,0,2.7,2.7
112011239,24,45,45,490,568,566,1410,1024,1033,1625,1733,1733,405,380,380,1,0.8,0.8,3.2,2.3,2.3,11.7,2.9,3.2
112011240,29,42,41,509,657,654,1416,1328,1329,2000,2000,2000,475,500,500,0.9,0.8,0.8,3.1,2.4,2.4,13.9,3.4,3.7
112011241,23,50,49,415,503,498,1125,926,939,1300,1400,1387,278,260,260,1.1,0.8,0.8,3,2.2,2.2,7,2.5,2.8
112011242,21,44,43,575,709,707,1604,1543,1545,1733,1950,1950,400,455,450,1,0.8,0.8,3.1,2.6,2.6,5.3,1.9,2
112011243,26,47,46,408,523,520,1114,989,993,1300,1600,1591,350,350,350,1,0.9,0.9,2.9,2.4,2.4,8,4.5,4.6
112021244,19,45,42,443,495,492,1016,907,916,1365,1300,1300,240,245,245,1,0.8,0.8,3.3,2.3,2.4,11.6,2.2,3
112021245,24,48,47,394,474,470,900,998,994,997,1213,1213,200,200,200,1,0.8,0.8,3.1,2.5,2.5,11.3,3,3.6
112021246,19,43,41,440,584,576,934,1110,1100,1489,1517,1517,265,280,278,1,0.7,0.7,3.2,2.3,2.4,8.5,1.5,2
112021247,26,50,50,412,466,464,874,843,846,1235,1170,1181,200,210,207,1,0.8,0.8,3.1,2.2,2.2,10.4,3.2,3.5
112021248,22,42,41,436,522,516,990,954,957,1300,1300,1300,275,250,250,1,0.8,0.8,3,2.2,2.3,10,2.7,3.1
112021249,23,46,46,498,569,567,1199,1167,1168,1387,1517,1517,280,265,270,1,0.8,0.8,3.1,2.5,2.5,8.1,3.4,3.5
112031250,28,45,45,496,620,615,1367,1217,1223,2026,2122,2108,360,360,360,1,0.8,0.9,3.1,2.4,2.4,10.1,2.2,2.6
112031251,17,46,45,453,504,501,1071,960,963,1742,1543,1560,330,280,290,1,0.8,0.8,3.2,2.4,2.4,12.6,2.4,2.8
112031252,22,48,47,403,517,513,1042,1111,1109,1192,1603,1600,300,280,285,1,0.8,0.9,3.2,2.5,2.6,9.1,3.6,3.8
112031253,20,43,43,532,567,566,1477,1185,1200,1950,1767,1777,370,370,370,1,0.8,0.8,3.1,2.5,2.6,7.7,2.1,2.3
112031254,25,51,50,497,528,527,1135,958,967,1849,1600,1600,320,320,320,1,0.8,0.8,3,2.1,2.2,7.4,2.6,2.8
112031550,23,50,49,471,548,545,1433,1097,1111,2000,1733,1733,350,360,360,1,0.7,0.8,3.3,2.3,2.4,7.6,1.6,1.9
112031551,21,41,41,560,629,628,2071,1651,1675,2167,2000,2000,445,450,450,0.9,0.8,0.8,4.2,3,3,15,2,2.5
112031552,23,56,55,439,474,473,1102,778,786,1788,1526,1560,340,335,340,1,0.8,0.8,3.1,2,2.1,9.6,2,2.5
113011256,22,37,36,468,682,672,954,1320,1303,1560,1500,1500,203,235,230,0.9,0.8,0.8,2.9,2.6,2.6,8.6,4.8,5.1
113011257,23,40,39,552,680,674,1204,1328,1315,953,1192,1166,163,150,150,0.9,0.8,0.8,2.9,2.6,2.6,7.3,2.2,2.7
113011258,18,41,40,395,622,610,1047,1208,1197,1257,1300,1300,190,200,200,0.9,0.7,0.7,3.1,2.4,2.5,4.6,2,2.1
113011259,23,46,44,445,588,573,895,1044,1025,1083,1000,1000,183,165,170,0.9,0.7,0.7,2.9,2.3,2.3,4.5,1.5,1.9
113021260,28,47,46,383,592,582,1104,1137,1135,1300,1170,1192,168,170,170,0.9,0.7,0.7,2.8,2.3,2.3,9,1.6,2
113021261,23,44,43,436,563,553,905,1090,1076,1164,1400,1374,200,205,200,0.9,0.7,0.8,2.9,2.3,2.3,7.9,2,2.4
113021262,23,47,47,378,610,601,866,1187,1172,1083,1300,1300,170,150,150,0.8,0.8,0.8,2.9,2.4,2.4,5.3,2.4,2.5
113031263,25,50,49,487,527,524,1066,910,920,1083,1100,1091,200,190,190,0.8,0.7,0.7,2.7,2.2,2.2,2.5,1.1,1.2
113031264,21,44,44,466,571,570,1125,1086,1087,1040,1178,1170,125,160,160,0.9,0.7,0.7,3,2.4,2.4,12.2,1.8,2.2
113031265,29,41,40,445,604,598,1163,1132,1134,1042,1200,1200,250,200,200,1,0.8,0.8,3.2,2.4,2.5,0,2.6,2.6
113031266,22,47,46,378,538,534,769,1014,1006,1209,1083,1083,180,160,160,0.9,0.7,0.8,2.7,2.4,2.4,0,2.1,2.1
113031267,19,39,38,518,727,720,1264,1437,1427,1625,1517,1530,270,280,280,0.9,0.7,0.7,3.1,2.5,2.6,4.7,1.5,1.7
113031268,20,29,28,556,633,631,1550,1690,1683,1842,1733,1733,340,350,350,1,0.8,0.8,3.1,2.8,2.8,10.2,1.6,2
113031269,19,36,35,482,703,691,1173,1372,1354,1625,1517,1517,260,280,275,0.9,0.7,0.8,3,2.5,2.6,7.8,1.7,2.2
113031270,21,36,35,443,679,662,810,1143,1108,1343,1387,1387,200,250,250,0.9,0.8,0.8,2.8,2.1,2.2,5.4,2.6,2.9
113031271,19,40,40,516,692,687,1255,1353,1348,1300,1300,1300,240,200,200,0.9,0.8,0.8,3.2,2.6,2.6,5.2,1.7,1.9
114011272,26,56,55,495,600,599,1325,1139,1143,2167,1800,1811,300,300,300,1,0.7,0.7,3.1,2.2,2.2,8.3,1.1,1.3
114011273,21,52,51,427,485,483,988,949,951,1383,1517,1517,320,330,330,1,0.7,0.7,3.2,2.3,2.4,8.2,1.7,2
114011274,28,54,53,421,507,500,1238,912,928,1346,1517,1517,270,279,276,1,0.7,0.7,3,2.1,2.2,9.2,1.1,1.7
114011275,0,55,55,0,706,706,0,900,900,0,2084,2084,0,0,0,0,0.7,0.7,0,1.8,1.8,0,0,0
114011276,29,53,53,528,630,627,1050,1175,1171,3000,1750,1770,300,300,300,0.8,0.7,0.7,2.7,2.1,2.1,6.3,1.2,1.4
114011277,23,45,44,405,573,562,1053,1140,1135,1517,1560,1560,260,275,275,0.9,0.7,0.7,3.1,2.4,2.4,4.6,1.5,1.7
114011278,21,39,37,420,538,524,964,1041,1032,1580,1517,1517,250,262,260,1,0.7,0.8,3.2,2.4,2.5,7.9,1.9,2.6
114011279,19,51,49,458,466,465,1148,876,895,1305,1300,1300,295,285,290,1,0.7,0.7,3.3,2.3,2.3,8.6,1.9,2.4
114011280,34,60,59,447,454,454,1087,772,776,1450,1300,1300,265,250,250,0.9,0.7,0.7,2.6,2,2,9,1.9,2.2
114011281,22,47,46,458,589,583,1275,1409,1403,1733,1733,1733,250,230,245,0.9,0.8,0.8,3.2,2.7,2.7,6.8,2.8,3
114011282,22,54,53,477,491,491,1006,909,913,1603,1441,1473,300,290,290,0.9,0.7,0.7,3,2.2,2.2,5.2,1.2,1.4
114011283,19,54,54,389,491,490,1145,948,953,1647,1431,1456,255,265,265,1,0.7,0.7,3.2,2.2,2.2,10.7,1.8,2.1
114021284,18,54,54,515,666,665,1792,1359,1361,1717,2000,2000,300,410,400,1,0.7,0.7,3.6,2.3,2.3,0,1.1,1.2
114021285,22,38,37,584,654,652,1797,1550,1560,1972,1800,1805,380,375,378,1,0.8,0.8,3.3,2.9,2.9,10.8,3.4,3.7
114021286,23,46,45,423,626,620,1162,1259,1255,2167,1802,1820,340,350,350,0.9,0.7,0.7,3,2.4,2.4,7.7,1.9,2
114021287,22,43,43,452,633,630,1125,1247,1241,1980,1733,1733,300,330,320,0.9,0.7,0.7,2.9,2.4,2.4,5.6,1.9,2
114021288,21,47,47,630,711,709,1812,1475,1479,1738,2000,2000,430,350,350,0.9,0.7,0.7,2.8,2.5,2.5,0,1.8,1.9
114021289,26,52,52,697,638,639,1593,1254,1261,1842,1820,1820,318,300,300,0.9,0.7,0.7,3.4,2.4,2.4,0,1.4,1.4
115011290,28,38,38,782,800,799,2204,2026,2028,2600,2291,2300,500,510,510,1,0.9,0.9,3,2.9,2.9,7.4,2.9,2.9
115011291,25,38,38,850,795,795,3062,2440,2444,2817,2500,2500,444,590,590,0.9,0.8,0.8,3.6,3.3,3.3,0,2.8,2.8
115011294,19,45,45,624,795,795,3750,2230,2238,4000,2600,2610,0,648,648,1,0.8,0.8,4.6,3,3,0,0.7,0.7
115011296,21,41,41,416,880,878,3749,2812,2816,3650,2763,2770,625,630,630,0.9,0.8,0.8,3.1,3.3,3.3,0,1.1,1.1
115011553,34,38,38,1031,819,819,1812,2079,2076,1484,2383,2383,0,545,545,0.8,0.9,0.9,2.8,2.9,2.9,0,3.2,3.1
115011554,24,51,51,450,646,646,3750,1688,1695,0,2375,2383,0,531,531,0.7,0.9,0.8,3,2.7,2.7,0,0.6,0.6
115011555,26,41,41,450,792,791,2874,2342,2344,3241,2600,2600,640,580,580,0.8,0.8,0.8,2.8,3.1,3.1,0,1.6,1.6
115011556,16,39,39,924,807,808,2374,2173,2175,2900,2500,2500,0,550,550,1,0.9,0.9,3.6,3,3,0,2.9,2.9
115011557,19,38,37,1792,874,875,3750,2847,2849,2475,2600,2600,0,650,650,1.2,0.8,0.8,4.5,3.4,3.4,0,1.6,1.6
115011558,21,42,42,267,769,768,1937,2445,2443,1083,2500,2500,655,650,650,0.8,0.8,0.8,3.9,3.2,3.2,0,1.7,1.7
115011559,20,36,36,669,873,872,3062,2522,2526,2730,2600,2600,590,624,621,0.9,0.8,0.8,4.1,3.4,3.4,0,1.4,1.4
115021297,24,42,42,564,752,750,2022,2198,2195,2492,2550,2550,300,460,450,1,0.8,0.8,3.1,3.2,3.2,5.9,2.4,2.4
115021298,20,45,44,612,743,741,1916,1943,1942,575,2600,2600,470,430,433,0.8,0.8,0.8,3.6,3,3,0,1.9,2
115031299,22,47,47,437,644,640,1218,1348,1343,2275,1950,1975,200,180,185,1.1,0.8,0.9,3.4,2.4,2.5,17.6,4.3,4.8
115031300,22,40,39,613,781,777,2121,1954,1962,2254,2167,2167,415,380,390,1,0.8,0.8,3.5,3,3,4.8,2.6,2.7
115041301,21,38,37,575,790,786,1843,2036,2029,2300,2400,2398,400,400,400,0.9,0.9,0.9,3.6,3.1,3.1,6.7,2.7,2.8
115041302,19,34,34,626,897,895,2772,2609,2612,2383,2643,2630,620,620,620,0.9,0.9,0.9,4,3.5,3.5,0,1.5,1.5
116011303,27,32,32,632,667,667,1341,1481,1478,1993,1894,1900,370,380,380,1.1,1.1,1.1,3.1,2.8,2.8,15,11.4,11.5
116011304,23,35,34,485,613,609,1168,1473,1460,1658,2000,2000,350,380,380,1,0.9,0.9,3,3,3,10,8.2,8.3
116011306,21,34,34,438,661,653,1096,1776,1743,2318,2167,2167,260,350,345,1,0.9,0.9,3.4,3.3,3.3,16.3,6.7,7.1
116011307,25,37,37,435,705,699,1294,1670,1662,2165,2058,2058,227,370,365,1,0.9,0.9,3,2.8,2.8,6.6,4.3,4.4
116011308,21,36,36,550,660,658,1492,1648,1645,2325,2110,2134,318,400,400,0.9,0.9,0.9,3.5,3,3,10.1,7.1,7.2
116011560,24,35,34,472,625,623,1174,1486,1481,1517,1950,1950,298,390,385,1,0.9,0.9,3.1,3,3,9,7.2,7.2
116011561,22,34,34,570,618,617,1552,1556,1556,1950,1950,1950,400,400,400,1,1,1,3.3,3.1,3.1,10.6,9,9
116021309,22,34,34,790,784,785,2799,2473,2476,2400,2400,2400,575,570,570,0.9,0.9,0.9,3.5,3.6,3.6,0,3.1,3.1
116021310,28,33,33,774,959,958,2449,2490,2490,2400,2600,2600,610,600,600,0.9,0.9,0.9,3.7,3.4,3.4,5,2.1,2.1
116021312,22,34,33,562,777,770,1567,1943,1927,2167,2600,2600,390,420,420,1,0.9,0.9,3.4,3,3,13.7,3.4,3.8
116021562,21,34,34,1312,904,905,1625,2383,2379,2800,2383,2383,510,520,520,0.7,0.9,0.9,3,3.4,3.4,0,2.6,2.7
116021563,21,33,33,671,808,806,1833,2064,2061,2383,2167,2167,420,450,450,1,0.9,0.9,3.2,3.2,3.2,8.9,4,4.1
116031313,18,33,31,408,477,471,853,1095,1067,1517,1529,1528,240,275,265,1,0.9,1,3.4,3,3.1,13.3,10,10.4
116031314,19,32,32,570,698,694,1562,1803,1798,1517,1988,1983,390,400,400,1.1,1,1,3.8,3.3,3.4,13.3,7.3,7.4
116031315,19,32,31,617,693,691,1687,1851,1846,1733,2000,2000,400,400,400,1.1,1,1,4,3.5,3.5,14.7,8.2,8.5
116031316,17,31,30,431,570,553,972,1294,1257,1733,2080,2013,300,300,300,1,0.9,0.9,3.5,3,3,11.8,7.6,8
116031317,21,32,32,411,490,487,1108,1203,1200,1517,1730,1722,300,330,330,1,1.1,1.1,3.3,3.1,3.1,13.4,13,13.1
116031318,0,36,36,0,875,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,24,35,34,558,665,663,1529,1825,1817,1972,2000,2000,380,400,400,0.9,1,1,3.4,3.4,3.4,10.2,7.8,7.9
117011320,0,46,46,0,1031,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,26,36,36,803,904,900,2034,2028,2028,2400,2600,2600,480,520,520,1.1,1.1,1.1,2.9,2.8,2.8,8.1,7,7.1
117011322,28,33,33,642,688,687,1458,1599,1596,2392,2319,2330,360,520,520,1.1,1.2,1.2,2.5,2.6,2.6,15.7,13.4,13.5
117011323,26,38,38,562,645,643,1020,1341,1334,2473,2297,2300,400,400,400,1,1,1,2.7,2.6,2.6,8.2,8.6,8.6
117011324,0,46,46,0,1062,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,39,39,0,1333,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,29,36,36,539,795,791,1731,1808,1807,2809,2383,2383,350,450,450,1.1,1.1,1.1,2.8,2.5,2.5,12.1,8,8.1
117021327,30,35,35,707,1044,1038,1890,2065,2062,2058,2600,2600,445,460,460,1.1,1,1,2.5,2.3,2.3,8.1,4.9,5
117021328,30,36,35,706,930,926,2166,2091,2092,3033,2600,2600,450,580,580,1.1,1,1,3.1,2.6,2.6,7.7,7.2,7.2
117031329,37,35,35,682,1290,1285,1649,2162,2158,3479,2500,2500,395,560,560,1.3,1.1,1.1,1.7,1.8,1.8,13.2,5.7,5.7
117031330,30,34,34,835,1366,1360,1991,2451,2447,2700,2500,2500,540,600,600,1.2,1.1,1.1,2.5,2.1,2.1,6.7,5.5,5.5
117031331,31,34,33,425,961,950,911,1833,1814,2639,2600,2600,200,515,508,1.1,1.1,1.1,2.3,2,2,12.1,7.4,7.5
117031332,29,30,30,537,926,922,1525,1899,1895,3800,2600,2600,490,500,500,1,1.1,1.1,2.2,2.1,2.1,10.3,6.4,6.4
117031333,30,35,35,725,1310,1304,1284,1871,1861,2000,2167,2167,328,480,480,1,1.1,1.1,1.9,1.6,1.6,9.6,5.5,5.5
117031334,24,30,30,624,762,761,1140,1951,1941,2800,2400,2400,300,600,600,1.1,1.2,1.2,2.4,2.2,2.2,11.4,17,17
117031335,35,31,31,503,799,792,891,1583,1562,3250,2462,2492,200,545,540,1,1.1,1.1,2,2,2,10.7,10.9,10.9
117031336,37,34,34,465,1166,1160,939,2153,2144,1800,2500,2500,400,551,550,1.1,1.2,1.1,1.9,1.9,1.9,12.1,7.4,7.5
117031337,38,30,30,1062,634,634,2916,1940,1943,0,2500,2500,718,725,725,1.6,1.4,1.4,2,2.4,2.4,0,27.3,27.2
117031338,27,30,30,443,871,861,803,1778,1747,2900,2300,2300,200,590,580,1,1.2,1.2,2.2,2.1,2.2,7.7,11.8,11.7
118011339,30,34,34,985,1173,1172,2583,2383,2385,4200,3000,3000,670,625,627,1,1,1,2.5,2.4,2.4,0,5.3,5.3
118011340,33,33,33,1053,1228,1227,1875,2357,2353,2990,3000,3000,670,640,640,1.1,1.1,1.1,2.2,2.3,2.3,9.4,6,6
118011341,33,37,37,780,1080,1079,2321,2151,2153,3100,3000,3000,550,602,600,1.2,1,1,2.7,2.3,2.3,15.9,5.8,5.8
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,27,39,39,900,1408,1406,2550,2687,2685,4000,3000,3000,619,660,657,1.1,0.9,0.9,2.8,2.2,2.2,14.3,3,3
118011344,23,38,38,875,1075,1074,1666,2298,2295,0,3000,3000,620,600,600,1.6,1,1,3.4,2.6,2.6,0,3.6,3.7
118011345,30,36,36,1374,1393,1393,2083,2398,2396,1940,3250,3245,550,575,575,1,1,1,1.9,2.1,2.1,13.3,3.5,3.5
118011346,17,41,41,700,1161,1159,2249,2902,2898,0,3467,3467,600,650,650,0.9,0.9,0.9,2.4,2.7,2.7,0,2.8,2.8
118011347,33,41,41,725,1385,1382,1874,2562,2557,0,3096,3100,695,660,660,1,0.9,0.9,2,2.2,2.2,0,2.4,2.4
118021348,27,36,36,744,1201,1197,1775,2349,2342,3142,3000,3000,440,590,585,1.1,1,1,2.5,2.4,2.4,8.5,4.2,4.2
118021350,28,42,41,485,748,735,1201,1801,1767,2385,2600,2600,200,438,410,1.1,0.9,1,3.1,2.7,2.7,12.3,4.4,4.8
118021564,22,26,26,414,514,511,1228,1649,1642,0,2600,2600,490,515,515,1.1,1.1,1.1,1.9,2.4,2.4,12.5,11.5,11.5
118021565,22,27,27,593,480,481,1437,1379,1379,1600,2500,2500,436,525,525,1.2,1.1,1.1,2.9,2.7,2.7,14.3,17.5,17.4
118021566,24,39,39,833,872,872,1593,2075,2069,2000,2800,2749,580,580,580,1.2,1,1,2.4,2.7,2.7,0,4.7,4.7
118021567,25,38,38,445,769,762,771,1556,1529,2708,2600,2600,194,460,450,1,1,1,2.3,2.3,2.3,10.3,5,5.2
118021568,21,33,33,591,707,706,1333,1668,1662,1659,2500,2500,480,600,600,1,1.1,1.1,2.1,2.7,2.7,11.4,10.3,10.3
118021569,29,35,35,955,1155,1153,2226,2181,2182,2650,2600,2600,575,560,560,1.1,1.1,1.1,2.3,2.3,2.3,12.5,5.2,5.3
118021570,27,33,33,875,1039,1038,2250,2147,2148,0,2758,2747,508,562,560,1.1,1.1,1.1,2.6,2.4,2.4,11.4,7.4,7.4
119011354,26,36,36,443,475,474,875,1201,1197,2200,2167,2167,179,300,300,0.9,1,1,3.1,3.1,3.1,8.7,8.6,8.6
119011355,0,30,30,0,775,779,0,1966,1973,0,2700,2700,0,550,550,0,1,1,0,3.3,3.3,0,9,9
119011356,23,33,33,417,490,490,900,1389,1386,1950,2167,2167,308,450,450,0.9,1,1,2.7,3.4,3.4,0,10.2,10.1
119011357,24,33,33,508,435,436,1181,1184,1184,2167,2100,2100,260,370,370,1,1.1,1.1,3.2,3.4,3.4,16.4,12.4,12.4
119011358,26,40,40,483,630,628,1375,1539,1536,1417,2167,2167,400,420,420,1,0.9,0.9,2.7,2.8,2.8,14.3,4.7,4.8
119011359,23,39,39,542,697,695,1783,1762,1763,2550,2300,2300,425,430,430,1,0.9,0.9,3.3,2.9,2.9,6.9,3.3,3.3
