SA2_MAINCODE_2016,Med_ag_pe_In_pe_hh_In_p,Me_ag_ps_N_In_ps_ot_hh,Med_age_psns_Tot,Me_p_in_wk_In_ps_hh_In_ps,Me_ps_in_wk_No_In_ps_ot_hh,Med_psnl_inc_wk_Tot,Me_hh_in_wk_In_ps_hh_In_ps,Me_hh_in_wk_No_In_ps_ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_In_ps_hh_In_ps,Me_mo_re_mt_No_In_ps_ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_In_ps_hh_Ind_psns,Me_re_wk_No_In_psns_oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_In_ps_hh_w_In_p,Av_Nu_ps_pe_be_No_In_ps_ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_In_ps_hh_wi_Ind_psns,Avg_hh_si_No_Ind_psn_othr_hhd,Avg_household_size_Tot,P_d_n_x_b_In_ps_hh_w_In_p,P_d_n_x_b_No_In_p_oth_hh,P_d_n_x_b_Tot
506011115,25,43,43,819,690,691,2083,1681,1688,2167,2058,2058,340,350,350,0.7,0.7,0.7,3.6,2.7,2.7,9.5,1.4,1.5
506011116,17,43,42,249,749,748,1875,1888,1888,2405,2100,2102,0,328,328,1.1,0.7,0.8,3.5,2.8,2.8,0,1.7,1.7
506011117,16,30,29,486,692,686,1336,1517,1508,1750,1735,1744,350,346,350,0.9,0.8,0.8,4,3,3,11.9,2.1,2.5
506021118,26,36,36,494,762,756,1305,1518,1511,1950,2000,2000,300,360,355,0.9,0.8,0.8,2.7,2.4,2.4,9.6,3,3.2
506021119,29,33,33,394,789,782,891,1634,1616,1975,2050,2050,235,370,360,0.9,0.8,0.8,2.7,2.3,2.3,10.4,3.5,3.6
506021120,0,52,52,0,1125,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,24,34,33,450,709,703,1048,1401,1393,1733,1950,1950,260,360,350,1,0.8,0.8,3,2.4,2.4,12.1,4.5,4.7
506021123,27,34,34,675,860,859,1458,1683,1679,2000,2053,2045,350,365,365,1,0.9,0.9,2.2,2.2,2.2,10.5,4.3,4.4
506031124,23,32,32,380,488,487,974,1158,1155,2238,1980,1984,214,330,330,1,0.8,0.8,3,2.4,2.4,10.7,4.8,4.9
506031125,15,38,38,875,712,713,2250,2169,2169,1565,2000,2000,535,462,462,1,0.8,0.8,4.1,3.2,3.2,0,1.5,1.5
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,22,31,30,433,615,612,1111,1420,1415,1684,1900,1900,300,370,370,1,0.9,0.9,2.9,2.8,2.8,10.2,5.7,5.8
506031128,20,38,38,587,657,657,1292,1422,1422,1560,1733,1733,336,350,350,0.9,0.7,0.7,3,2.5,2.5,0,2.1,2.2
506031129,23,41,41,485,646,645,1208,1696,1693,1407,2167,2167,355,400,400,0.8,0.8,0.8,2.4,2.8,2.8,0,1.8,1.8
506031130,0,37,37,0,1125,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,22,39,39,474,631,630,1656,1819,1818,2311,2000,2000,365,410,410,0.9,0.8,0.8,3.4,3,3.1,0,2.6,2.6
506041132,21,33,33,447,572,568,1216,1302,1299,1300,1702,1700,320,340,340,1,0.8,0.8,3.5,2.8,2.8,11.2,5.2,5.4
506041133,27,33,33,612,747,746,1949,2074,2073,2431,2100,2100,450,430,435,0.8,0.8,0.8,3.5,3.2,3.2,0,2.4,2.4
506041134,22,36,35,448,571,567,1184,1169,1170,1591,1651,1650,300,315,310,1,0.8,0.8,3.2,2.5,2.6,10.3,3.7,4
506041135,19,33,32,488,753,751,1640,1905,1901,2071,2064,2066,350,400,400,0.9,0.8,0.8,3.5,3.1,3.1,6.1,2.1,2.2
506041136,22,36,35,428,578,573,1187,1228,1226,1505,1733,1719,300,310,310,1,0.8,0.8,3.6,2.7,2.7,11.6,5.1,5.3
506041137,21,37,37,416,630,626,1243,1452,1449,1810,1733,1733,345,350,350,0.9,0.8,0.8,3.4,2.8,2.8,10.5,3.4,3.5
506051138,19,35,35,391,761,756,1523,1654,1651,1975,2000,2000,350,380,375,1,0.8,0.8,3.7,2.7,2.7,12,2.3,2.6
506051139,21,36,35,568,763,759,1625,1584,1585,1965,1950,1950,380,390,390,0.9,0.7,0.7,3.3,2.6,2.6,0,1.6,1.6
506051140,21,45,45,716,715,715,1792,1678,1679,1798,2167,2150,330,380,375,0.9,0.7,0.7,3.1,2.6,2.6,6.1,1.1,1.1
506051141,15,43,43,214,678,675,2100,1765,1766,2167,2029,2031,325,350,350,0.9,0.8,0.8,2.8,2.8,2.8,0,1.2,1.2
506061142,15,30,29,718,823,822,1875,1860,1860,2167,2080,2091,390,393,393,0.9,0.8,0.8,3.7,3,3,5.8,1.5,1.6
506061143,23,39,39,700,717,717,2083,1994,1997,2210,2170,2170,320,350,350,0.9,0.8,0.8,3.8,3.1,3.1,10,2,2.1
506061144,32,44,43,624,675,675,1791,1611,1616,2167,2167,2167,430,275,277,1.2,0.8,0.8,3.3,2.7,2.7,0,2,2.2
506071145,25,36,36,461,882,877,1125,1624,1617,3100,2167,2167,300,370,370,1,0.8,0.8,2.6,2.1,2.1,11.4,1.6,1.7
506071146,16,37,37,187,609,601,933,1763,1754,2925,2400,2400,250,350,350,1,0.8,0.8,2.8,2.7,2.7,14.9,2.2,2.4
506071147,22,38,38,389,979,973,1228,1957,1952,4250,2300,2300,245,390,390,1.2,0.8,0.8,2.7,2.3,2.3,12.1,1.8,1.9
507011148,20,32,32,700,875,874,2288,2211,2212,2536,2167,2167,450,430,430,0.9,0.8,0.8,3.7,3.1,3.1,0,1.3,1.3
507011150,0,48,48,0,1125,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,26,41,41,630,743,741,1791,1906,1903,2100,2200,2200,310,420,420,0.8,0.7,0.7,3.3,2.7,2.8,9.8,1.1,1.2
507011153,21,38,38,418,668,662,1218,1374,1369,1950,1821,1822,268,325,323,1,0.7,0.7,3.3,2.4,2.4,12.5,2.3,2.5
507011154,23,40,40,404,614,608,776,1175,1166,1647,1860,1860,230,330,320,1,0.8,0.8,2.8,2.3,2.3,7.3,2.7,2.8
507011155,0,61,61,0,449,449,0,649,649,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
507011158,26,41,41,1687,1165,1166,5250,2482,2485,0,2880,2860,0,500,500,0,0.9,0.9,1,2.5,2.5,0,1.5,1.5
507011159,23,36,36,442,730,725,1145,1537,1524,1733,1764,1759,315,380,380,1,0.8,0.8,3.4,2.5,2.5,7.2,2.3,2.4
507011160,25,41,41,450,625,623,1166,1326,1322,2600,1950,1955,335,350,350,0.9,0.8,0.8,2.9,2.4,2.4,0,3,3
507011161,21,31,31,630,912,910,1699,2060,2058,2277,2167,2167,400,420,420,0.9,0.8,0.8,3.3,2.9,2.9,9.2,1.5,1.6
507011163,21,35,35,359,743,738,1325,1752,1740,1450,1950,1950,300,350,350,1,0.8,0.8,4,2.7,2.7,16,2.1,2.4
507011259,19,34,33,616,841,838,1625,1998,1993,2340,2167,2167,380,400,400,1,0.8,0.8,3.6,2.8,2.9,0,1.6,1.6
507011260,19,41,41,575,718,718,3625,2151,2158,3500,2167,2167,578,450,450,0.5,0.7,0.7,4,2.9,2.9,0,0,0
507021164,27,43,43,674,940,938,1042,2064,2051,1800,2500,2500,338,400,400,1.2,0.8,0.8,2.3,2.5,2.5,0,1.4,1.4
507021165,27,42,42,415,878,869,1062,1687,1679,3000,2167,2167,171,370,365,1,0.8,0.8,2.5,2.1,2.1,9.5,1.8,1.9
507021166,26,42,41,413,713,708,1057,1508,1495,1842,2100,2100,200,350,340,1.1,0.8,0.8,2.9,2.3,2.4,12.6,2.1,2.3
507021167,0,51,51,0,524,524,0,1199,1199,0,0,0,0,312,312,0,1,1,0,0,0,0,0,0
507031169,16,30,30,604,837,834,1625,1830,1825,2167,2010,2015,385,370,370,0.9,0.8,0.8,3.4,3,3,5.6,2.2,2.3
507031170,20,36,35,377,522,514,866,1091,1081,1300,1517,1501,298,300,300,0.9,0.8,0.8,3,2.5,2.5,9.5,2.8,3.1
507031172,18,51,48,774,587,587,0,1875,1937,0,1700,1700,0,250,250,0,0.6,0.6,0,2.1,2.1,0,0,0
507031173,0,49,49,0,675,675,0,1125,1125,0,0,0,0,350,350,0,0,0,0,2,2,0,0,0
507031174,21,37,36,408,546,538,1042,1152,1147,1408,1500,1500,290,290,290,1,0.7,0.8,3.2,2.5,2.5,10.8,3.1,3.5
507031261,29,31,31,900,909,909,2562,2065,2075,2500,2238,2250,420,400,400,0.8,0.7,0.7,2.9,2.8,2.8,0,1.3,1.2
507041175,21,42,42,1125,897,898,2250,2120,2121,0,2633,2633,460,470,470,1,0.7,0.7,2.7,2.6,2.6,0,1.2,1.2
507041176,22,40,40,725,697,697,2374,2067,2071,0,2167,2167,0,448,450,1,0.8,0.8,4,2.9,2.9,0,1.2,1.2
507041177,27,41,41,710,853,852,1781,1636,1637,1950,2167,2167,340,370,370,0.9,0.7,0.7,2.9,2.3,2.3,0,1.3,1.4
507041178,24,41,41,450,793,791,1437,1888,1883,1850,2400,2394,370,410,410,1.1,0.7,0.7,2.9,2.5,2.6,10.9,1,1.1
507041179,31,44,44,1100,646,648,2249,1623,1626,1728,2000,2000,433,425,425,0.9,0.8,0.8,2.7,2.7,2.7,0,1.2,1.2
507041180,22,41,41,366,768,767,2125,2154,2154,1800,2000,2000,435,460,460,0.9,0.7,0.7,3.4,2.9,2.9,0,0.7,0.7
507041181,24,41,41,706,843,842,2250,1950,1952,2892,2383,2383,390,400,400,1,0.8,0.8,3.4,2.6,2.6,0,1.2,1.2
507041182,22,42,41,412,611,610,1312,1598,1596,1429,2000,2000,430,420,420,0.9,0.7,0.7,3.2,2.6,2.6,0,1.9,1.9
507041183,18,37,36,342,642,629,725,1370,1338,2297,2165,2167,178,280,250,1,0.8,0.8,3.2,2.4,2.4,17.3,1.8,2.4
507041184,0,42,42,0,676,676,0,2195,2196,0,2156,2156,0,550,550,0,0.7,0.7,0,3.1,3.1,0,0.9,0.9
507051185,22,29,29,850,838,839,1955,1921,1922,2167,2167,2167,380,385,385,0.9,0.8,0.8,3.3,2.9,2.9,3.9,1.3,1.3
507051186,18,41,40,392,519,512,1045,1160,1156,1633,1517,1517,300,310,310,1,0.7,0.7,3.7,2.4,2.5,12.7,2,2.5
507051187,16,34,33,450,686,680,1462,1727,1718,1810,1863,1861,350,370,370,1,0.8,0.8,3.8,3,3,8.5,1.6,1.8
507051188,23,46,45,566,585,585,1125,1038,1039,1710,1679,1679,310,300,300,0.9,0.7,0.7,2.8,2.1,2.1,7.1,1.8,1.9
507051189,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,22,45,45,561,596,595,1402,1201,1206,1686,1800,1800,320,300,300,0.9,0.7,0.7,3,2.3,2.3,0,1,1
507051191,19,31,31,661,794,792,1983,2059,2057,2164,2167,2167,345,385,380,0.9,0.8,0.8,3.3,3.1,3.1,3.4,1,1.1
507051192,22,37,36,420,643,637,1451,1517,1514,1885,1740,1750,350,345,345,0.9,0.7,0.7,3.4,2.7,2.7,4.5,1.5,1.6
507051193,19,37,36,496,616,612,1383,1378,1378,1535,1700,1695,350,335,340,0.9,0.7,0.7,3.5,2.6,2.7,9,1.6,1.8
509011225,23,47,47,387,613,607,1010,1110,1107,1383,1517,1517,250,285,285,0.9,0.7,0.7,2.9,2.2,2.2,8,1.8,1.9
509011226,15,46,45,333,610,608,1292,1325,1324,2167,1602,1634,75,150,150,1,0.8,0.8,3.9,2.5,2.6,0,1.9,2
509011227,17,42,41,459,636,633,1531,1367,1372,1776,1647,1668,300,315,315,0.9,0.7,0.7,3.1,2.6,2.6,0,1.1,1.2
509011228,19,49,49,395,547,544,1042,1013,1013,1170,1593,1573,260,265,263,0.9,0.8,0.8,3,2.3,2.3,0,2.2,2.2
509011229,23,41,40,350,812,789,871,1350,1309,863,750,763,133,120,120,0.8,0.7,0.7,2.9,2.4,2.4,13.7,0.7,1.4
509011230,21,41,40,389,683,671,1042,1223,1207,1024,1129,1100,180,162,170,0.9,0.8,0.8,3.1,2.4,2.5,10.9,3.9,4.4
509011231,24,44,43,403,691,673,778,1246,1221,997,1000,1000,143,123,125,1,0.7,0.8,3.2,2.4,2.4,9.4,2,2.4
509011232,29,47,45,525,635,634,1208,1389,1384,1200,1733,1733,250,273,270,0.9,0.8,0.8,2.2,2.5,2.5,0,1.7,2
509011233,24,37,37,440,605,600,1192,1218,1217,1800,1650,1668,240,270,270,0.9,0.8,0.8,3.1,2.6,2.6,7.5,2.5,2.7
509011234,27,47,46,374,539,534,959,1037,1035,1059,1235,1222,200,194,195,0.8,0.8,0.8,2.9,2.4,2.4,6.6,2.7,2.8
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,15,43,43,75,648,641,2624,1617,1640,2383,2167,2167,0,270,270,0.9,0.8,0.8,3.9,2.8,2.8,0,1.9,2.1
509021237,34,45,44,362,608,579,767,1130,1093,801,975,953,150,115,125,1,0.7,0.8,3,2.3,2.4,8.6,1.8,2.2
509021238,19,45,45,450,662,650,817,1140,1123,1281,922,942,147,125,126,1,0.7,0.7,2.8,2.2,2.3,9.9,1.4,1.8
509021239,25,48,47,543,597,596,1410,1143,1151,1860,1733,1733,260,250,250,0.9,0.7,0.7,3,2.3,2.4,0,1.9,1.9
509021240,21,42,41,370,697,679,949,1281,1256,1213,1040,1045,170,150,150,1,0.7,0.7,3.2,2.3,2.4,5.7,1.6,1.8
509021241,24,42,41,401,768,734,1088,1396,1369,776,1083,1057,173,140,150,1.1,0.7,0.8,3.4,2.4,2.5,16.5,1.5,2.6
509021242,27,45,44,515,765,757,737,1224,1202,540,650,650,150,75,79,0.7,0.7,0.7,3,2.2,2.3,0,1.6,1.8
509021243,23,43,42,380,598,581,962,1191,1178,1200,1432,1408,190,250,245,1,0.7,0.8,3.6,2.4,2.4,11.3,2.5,3
509021244,24,51,51,494,562,560,1625,1157,1167,1525,1600,1600,285,280,280,1,0.7,0.7,3.4,2.2,2.3,7.5,1.3,1.5
509021245,28,52,51,390,546,537,974,1015,1012,1517,1350,1360,200,225,220,0.9,0.7,0.7,2.9,2.2,2.2,10,1.5,1.8
509031246,26,48,47,378,670,638,777,1181,1136,1033,1100,1083,180,135,150,1,0.7,0.7,2.9,2.2,2.3,11.4,1.1,1.9
509031247,20,44,43,425,773,760,833,1246,1233,748,763,758,134,105,110,1,0.7,0.7,3.1,2.3,2.3,8.9,1.2,1.5
509031248,32,42,41,414,737,725,1437,1708,1693,1700,1733,1717,290,265,270,0.8,0.8,0.8,2.8,2.5,2.5,10.8,1.8,2.2
509031249,20,41,40,374,647,626,962,1239,1214,1210,1213,1213,207,225,220,1,0.7,0.7,3.5,2.3,2.4,15.7,1.4,2.3
509031250,31,47,47,511,643,640,1031,1144,1139,758,1040,1023,190,145,150,0.9,0.7,0.7,2.8,2.3,2.3,0,1.5,1.6
510011262,25,35,34,524,1071,983,1235,2080,1939,2500,2600,2593,215,350,300,1.1,0.9,0.9,3.1,2.5,2.6,12,3.9,5.7
510011263,25,38,30,315,1130,433,885,1904,1269,1798,1730,1733,95,129,100,1.2,0.8,1.1,3.8,2.1,3,26.5,3.3,16.7
510011264,25,36,28,272,1273,358,700,2037,1019,0,1062,981,85,0,75,1.4,0.8,1.2,3.8,1.8,3.2,36.3,2.4,25.8
510011265,24,37,33,351,1094,864,995,2004,1703,1700,2167,2167,150,225,196,1.2,0.9,1,3.4,2.3,2.7,22.3,4.3,9.6
510011266,23,45,28,285,879,366,759,1328,887,2299,1950,1998,90,0,80,1.3,1,1.2,3.7,2,3.1,29.1,7.4,21.7
510021267,28,38,35,308,2261,1976,900,1836,1215,2900,3467,3100,70,0,60,1.7,0.9,1.3,4.7,2,3.5,45.4,5,28.1
510021268,20,31,31,847,1548,1468,2250,2718,2622,399,639,433,120,110,110,1.1,0.9,0.9,3.5,2.7,2.8,7.2,1.3,2.2
510021269,34,33,33,626,1657,1617,2234,3230,3157,3467,3033,3033,120,192,178,0.9,0.9,0.9,2.6,2.5,2.6,6.4,2,2.4
510021270,26,31,30,485,1390,1228,1882,2577,2419,2442,2600,2600,152,250,210,1,0.9,0.9,3.1,2.7,2.8,9.2,2.9,4.4
510031271,30,36,36,1139,2453,2381,1992,2548,2456,1750,2084,2000,35,30,32,1,0.9,0.9,3.1,2.6,2.7,8,1.8,2.8
510031272,20,31,31,522,1391,1318,1786,2756,2643,2496,2501,2500,200,270,260,1.1,0.8,0.9,3.4,2.7,2.8,11.6,1.7,2.8
510031273,27,34,33,362,1773,1473,1437,2925,2560,1417,3000,2988,144,126,135,1.2,0.9,0.9,3.5,2.8,2.9,19.8,2.1,6.2
511011274,20,41,41,417,677,668,1298,1334,1333,1679,1733,1733,230,250,250,1,0.8,0.8,3.4,2.4,2.4,6.7,1.6,1.8
511011275,17,40,39,0,773,742,1270,1390,1382,1207,1083,1083,200,121,121,0.9,0.8,0.8,2.7,2.5,2.5,0,1.3,1.5
511021276,25,42,39,387,750,679,956,1364,1276,1720,1517,1517,150,221,200,1.1,0.8,0.9,3,2.3,2.5,17.2,3.2,5.8
511021277,21,38,37,461,768,755,1156,1417,1401,1250,2060,2000,63,233,220,1.1,0.9,0.9,2.9,2.3,2.3,13,3.7,4.3
511031278,23,35,33,404,896,837,1278,1824,1772,1384,1521,1517,250,270,270,1,0.8,0.8,3.3,2.4,2.5,15.1,2.3,3.8
511031279,23,33,33,458,1000,957,1395,2129,2098,1733,1907,1900,220,285,280,1.1,0.8,0.8,3.6,2.6,2.7,14.9,2.3,3.1
511031280,18,32,32,464,1141,1115,1562,2335,2316,1675,2000,1993,270,325,320,1,0.8,0.8,3.4,2.7,2.8,13.4,1.5,2.1
511031281,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,21,37,36,381,811,753,1017,1679,1586,867,1083,1083,165,185,180,1,0.8,0.8,3,2.3,2.4,14.2,1.8,3.2
511031283,27,38,33,285,1711,875,805,1812,1337,1338,778,794,55,0,55,1.3,0.8,1,4.2,2,3.1,33,2.5,17.2
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,25,46,44,406,602,581,773,1078,1055,1474,1517,1517,200,240,235,1,0.7,0.7,2.8,2.1,2.2,11.4,1.8,2.7
511041286,24,38,35,403,620,592,989,1404,1340,1369,1595,1517,220,250,240,1,0.8,0.8,3.4,2.7,2.8,13.6,1.8,3.4
511041287,19,37,36,489,751,733,1506,1625,1609,2167,1907,1950,300,312,310,1,0.7,0.8,3.4,2.6,2.7,5.1,1.1,1.4
511041288,19,36,36,434,811,792,1163,1813,1779,1921,1894,1900,300,320,320,0.9,0.7,0.7,3.2,2.6,2.7,6.2,1,1.3
511041289,44,49,49,379,553,547,1093,1085,1085,1867,1733,1733,140,250,240,0.7,0.7,0.7,2.3,2.3,2.3,0,1.1,1
511041290,27,41,38,340,1353,949,922,1323,1173,450,625,596,100,50,89,1.1,0.7,0.8,3.4,1.9,2.4,22.5,2.7,9.4
511041291,23,45,44,366,703,670,777,1149,1132,786,800,800,180,110,120,0.9,0.7,0.7,3,2.2,2.2,7.9,0.7,1.2
511041292,25,48,47,383,592,576,807,1121,1094,1659,1500,1500,180,180,180,1,0.8,0.8,3.3,2.3,2.3,13,1.8,2.4
597979799,32,40,40,2666,2653,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,39,42,41,266,470,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601011001,20,34,32,396,451,444,817,776,783,959,984,976,205,198,200,1,0.8,0.9,3.1,2.5,2.6,10.3,4.7,5.7
601011002,22,36,35,597,671,667,1482,1314,1328,1517,1365,1387,280,278,280,1,0.8,0.8,3,2.6,2.7,5.2,1.9,2.2
601011003,26,41,40,725,744,743,1859,1571,1592,1560,1517,1517,323,315,315,0.9,0.8,0.8,3.1,2.6,2.6,0,1.2,1.2
601021004,26,48,47,543,687,685,1284,1200,1202,2083,1500,1500,240,275,275,0.9,0.7,0.8,2.8,2.1,2.1,0,1,1
601021005,25,43,43,537,803,796,1542,1792,1784,1343,1625,1625,288,300,300,0.9,0.8,0.8,3.1,2.7,2.7,0,1.7,1.7
601021006,27,44,43,493,748,742,1375,1408,1407,1647,1517,1517,280,290,290,0.9,0.7,0.7,3,2.3,2.4,0,1.3,1.5
601021007,26,45,45,708,741,740,1829,1458,1466,1540,1625,1625,325,320,320,0.8,0.7,0.7,3,2.4,2.4,5,0.7,0.8
601021008,32,49,49,691,693,693,1781,1320,1332,1798,1517,1548,300,300,300,0.9,0.7,0.8,2.8,2.2,2.3,0,1.4,1.5
601021009,22,39,37,467,517,514,949,980,978,1196,1296,1292,248,260,255,1,0.8,0.8,2.9,2.2,2.3,7.2,3.4,3.6
601021010,28,36,35,474,497,496,1057,917,931,871,997,997,250,230,235,0.9,0.8,0.8,2.7,2.4,2.4,7.5,3.5,3.9
601021011,20,33,32,442,557,545,885,971,964,1103,1200,1200,210,240,235,1,0.8,0.8,3.1,2.4,2.5,8.2,3.5,3.9
601021012,27,44,44,697,759,757,1687,1614,1617,1517,1517,1517,280,293,290,0.9,0.8,0.8,3.1,2.6,2.6,0,1.3,1.5
601031013,24,41,40,568,681,677,1388,1463,1458,1473,1500,1500,300,283,285,1,0.8,0.8,3.1,2.6,2.6,0,1.5,1.5
601031014,22,40,38,464,581,576,938,1044,1036,1270,1250,1250,240,230,230,0.9,0.8,0.8,2.9,2.3,2.4,5.6,3.1,3.2
601031015,24,41,39,520,570,568,1140,985,995,1300,1300,1300,234,245,240,1,0.8,0.8,2.8,2.3,2.3,4.4,2.6,2.7
601031016,25,39,38,474,562,558,1015,1028,1027,1083,1221,1213,260,250,250,0.9,0.8,0.8,2.8,2.2,2.2,7.3,3.6,3.8
601031017,24,42,40,446,496,494,905,869,872,1095,1235,1222,230,240,240,1,0.8,0.8,2.7,2.2,2.2,9.3,3.5,3.9
601031018,19,45,44,579,607,606,1170,1143,1144,1300,1323,1322,290,250,250,0.9,0.8,0.8,3,2.3,2.3,5.8,2.7,2.9
601031019,26,38,38,480,547,544,1087,1006,1010,1251,1300,1300,288,250,250,0.9,0.8,0.8,2.6,2.2,2.3,6.3,5.2,5.3
601031020,20,43,42,438,496,494,1008,943,946,1279,1100,1105,225,215,220,1.1,0.8,0.8,3.1,2.3,2.4,11.4,2.8,3.3
601031021,23,37,36,435,594,590,933,1093,1083,909,1300,1300,238,250,250,0.9,0.8,0.8,2.5,2.3,2.4,7.7,3.6,3.7
601041022,22,38,38,536,646,641,1257,1247,1247,1560,1517,1517,295,295,295,1,0.8,0.8,3,2.4,2.5,2.9,1.8,1.9
601041023,24,44,43,718,707,707,1602,1452,1458,1733,1560,1560,320,320,320,0.9,0.8,0.8,3.1,2.5,2.5,10.4,1.6,1.9
601041024,26,40,39,673,700,698,1554,1469,1476,1647,1528,1549,300,300,300,1,0.9,0.9,3.2,2.7,2.7,2.9,2.4,2.5
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,24,46,46,949,750,751,2312,1660,1678,2167,1625,1625,0,320,323,1,0.8,0.8,3,2.5,2.6,0,1,1.2
601051027,24,36,36,464,743,736,1178,1389,1384,2314,1733,1733,255,305,300,1.1,0.9,0.9,2.3,2,2,17.1,2.9,3.3
601051028,21,41,41,632,791,790,1724,1547,1551,1712,1517,1517,293,280,280,1,0.8,0.8,3.2,2.4,2.4,0,1.3,1.4
601051029,25,35,35,437,639,636,1125,1508,1496,1300,1733,1733,263,280,280,0.7,0.8,0.8,2.4,2.5,2.5,0,2.5,2.5
601051030,29,41,40,508,640,637,1042,1202,1198,1779,1600,1600,240,240,240,1,0.8,0.8,2.2,2.1,2.1,7.6,2.3,2.4
601051031,24,40,39,464,679,677,1281,1462,1459,1050,1950,1950,338,310,310,1,0.8,0.8,2.6,2.4,2.4,6.7,3.9,3.9
601051032,29,39,39,820,709,710,1354,1436,1433,1400,1500,1500,290,280,280,0.9,0.9,0.9,2.6,2.3,2.3,0,2.4,2.3
601051033,30,39,39,714,819,817,1583,1531,1533,1636,1697,1692,325,300,300,0.9,0.8,0.8,2.5,2.3,2.3,0,1.9,2
601061034,30,44,43,484,587,583,1154,1082,1087,1218,1194,1196,270,250,250,1,0.8,0.8,2.8,2.3,2.4,8.3,2.8,3.1
601061035,23,43,42,427,612,605,1325,1207,1213,1409,1404,1404,284,280,280,1,0.8,0.8,3.3,2.4,2.4,10.3,2,2.4
602011036,25,36,36,436,476,475,658,793,783,1214,1100,1100,199,200,200,0.8,0.8,0.8,2.3,2,2,0,3,3.1
602011037,24,40,40,441,577,572,1284,1010,1022,1264,1300,1298,250,250,250,1,0.8,0.8,3,2.2,2.3,0,2.4,2.5
602011038,28,41,41,510,773,768,1274,1202,1203,1322,1451,1450,250,250,250,0.9,0.8,0.8,2.4,2.1,2.1,0,2.2,2.2
602011039,26,43,43,585,583,583,2027,1279,1298,1664,1419,1430,300,285,285,0.9,0.8,0.8,3.6,2.6,2.6,0,1.5,1.5
602011040,20,32,31,366,420,419,860,779,783,1101,1083,1083,250,240,240,0.9,0.9,0.9,2.8,2.4,2.4,5.2,6.6,6.5
602011041,21,35,34,434,455,454,789,909,900,1200,1149,1152,200,210,210,1,0.8,0.8,2.8,2.4,2.4,8.2,4.2,4.5
602011042,20,41,41,463,624,619,1160,1111,1113,1617,1473,1473,260,250,250,0.9,0.8,0.8,2.7,2.3,2.3,0,1.2,1.2
602011043,29,47,47,462,636,632,1187,1243,1242,1517,1300,1343,300,258,260,0.8,0.7,0.7,2.4,2.4,2.4,0,0.9,1.1
602011044,26,44,44,515,595,593,1321,1159,1163,1485,1500,1500,210,250,245,0.9,0.7,0.8,2.8,2.3,2.4,5.1,1.2,1.4
602011045,21,40,38,417,435,434,725,735,733,1083,867,867,195,190,190,0.9,0.8,0.8,2.7,2.2,2.3,7.1,4.6,4.9
602011046,20,42,42,479,645,643,1156,1282,1277,1300,1400,1400,260,260,260,0.9,0.8,0.8,3,2.4,2.5,6.9,1.4,1.5
602011047,21,37,36,430,609,604,1017,1055,1052,1333,1207,1213,240,240,240,1.1,0.8,0.8,2.7,2.1,2.1,8.1,2.1,2.3
602011048,23,40,39,568,614,612,891,1056,1044,1408,1300,1300,245,250,250,0.9,0.8,0.8,2.5,2.3,2.3,0,1.5,1.4
602011049,24,40,40,675,707,706,1263,1365,1358,1517,1343,1366,280,250,250,0.9,0.8,0.8,2.6,2.4,2.4,0,1.2,1.3
602011050,19,38,38,432,572,567,743,1024,1012,867,1100,1087,200,202,200,1,0.8,0.8,2.5,2.4,2.4,5.6,3.3,3.4
602011051,24,40,40,560,695,693,1474,1301,1307,1348,1309,1309,240,250,250,0.8,0.8,0.8,2.5,2.3,2.3,0,1.1,1.2
602011052,23,44,43,468,639,635,1062,1242,1237,1157,1300,1300,232,250,250,0.9,0.7,0.8,2.7,2.4,2.4,0,1.2,1.3
602021053,18,54,53,414,449,448,908,801,809,937,1000,1000,240,200,200,1.1,0.7,0.8,3.4,2.1,2.1,14.3,1.2,1.7
602021054,21,48,47,376,467,464,938,872,877,1083,1083,1083,190,180,185,1,0.8,0.8,3,2.3,2.3,4.9,1.9,2.1
